article_id,firm,tickers,shock_type,shock_magnitude,shock_direction
2438,Enagás SA,ENG.MC,policy,minor,positive
2438,Acciona Energías Renovables SA,ANE.MC,policy,minor,positive
2439,Iberdrola S.A.,IBE.MC,supply,major,negative
2440,Cellnex,CLNX.MC,financial,minor,positive
2441,ACS.MC,ACS.MC,policy,minor,positive
2442,Banco Santander S.A.,SAN.MC,financial,minor,positive
2442,Acciona S.A.,ANA.MC,financial,minor,positive
2443,Santander,SAN.MC,financial,minor,positive
2444,Banco Santander SA,SAN.MC,financial,minor,positive
2445,Iberdrola,IBE.MC,technology,minor,positive
2446,ACS,ACS.MC,supply,minor,positive
2447,Santander,SAN.MC,financial,minor,positive
2448,Repsol,REP.MC,technology,minor,positive
2449,Inditex,ITX.MC,demand,minor,negative
2450,Inditex,ITX.MC,supply,major,negative
2451,Red Eléctrica Corp.,REE.MC,supply,major,negative
2452,Solaria,SLR.MC,supply,minor,negative
2453,Enagás S.A.,ENG.MC,supply,major,negative
2453,Naturgy Energy Group S.A.,NTGY.MC,supply,major,negative
2454,Acciona Energía,ANE.MC,financial,minor,positive
2455,Naturgy Energy Group S.A.,NTGY.MC,supply,minor,positive
2455,Enagás S.A.,ENG.MC,supply,minor,positive
2456,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,supply,minor,negative
2457,ACS.MC,ACS.MC,financial,minor,negative
2458,Iberdrola,IBE.MC,policy,minor,positive
2459,Red Electrica Corp.,REE.MC,supply,minor,positive
2460,Banco Sabadell,SAB.MC,supply,minor,negative
2461,COL.MC,COL.MC,financial,major,positive
2462,Indra,IDR.MC,financial,minor,positive
2463,Aena,AENA.MC,demand,minor,negative
2463,IAG,IAG.MC,demand,minor,negative
2463,Ferrovial,FER.MC,demand,minor,negative
2463,NH,NHH.MC,demand,minor,negative
2463,Meliá,MEL.MC,demand,minor,negative
2463,Amadeus,AMS.MC,demand,minor,negative
2464,Repsol,REP.MC,supply,minor,negative
2465,Fluidra SA,FDR.MC,financial,major,positive
2466,BBVA,BBVA.MC,financial,minor,positive
2466,Banco Santander SA,SAN.MC,financial,minor,positive
2466,Amadeus IT Group SA,AMS.MC,supply,minor,negative
2467,Fluidra,FDR.MC,demand,minor,positive
2468,Acerinox,ACX.MC,supply,minor,positive
2469,Banco Sabadell SA (SAB.MC),SAB.MC,financial,major,negative
2470,CaixaBank SA,CABK.MC,financial,minor,positive
2471,Ferrovial SA,FER.MC,financial,minor,positive
2472,Endesa,ELE.MC,financial,minor,positive
2473,Telefónica,TEF.MC,policy,minor,positive
2474,Acerinox,ACX.MC,demand,minor,positive
2475,Ferrovial,FER.MC,financial,minor,positive
2476,Fluidra,FDR.MC,financial,minor,positive
2477,Red Eléctrica Corp SA,REE.MC,demand,minor,positive
2478,Red Eléctrica,REE.MC,financial,minor,positive
2479,Naturgy,NTGY.MC,demand,minor,positive
2480,Cellnex Telecom SA,CLNX.MC,financial,major,positive
2481,Cellnex Telecom S.A.,CLNX.MC,financial,minor,positive
2482,Solaria,SLR.MC,supply,minor,negative
2483,Cellnex,CLNX.MC,financial,minor,positive
2484,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,technology,minor,positive
2485,Endesa,ELE.MC,supply,major,negative
2486,Acciona Energía,ANE.MC,demand,minor,positive
2487,Banco Sabadell SA,SAB.MC,financial,major,negative
2488,Telefónica,TEF.MC,supply,minor,negative
2489,Endesa S.A.,ELE.MC,demand,major,negative
2489,Iberdrola S.A.,IBE.MC,policy,major,negative
2489,Naturgy Energy Group S.A.,NTGY.MC,supply,major,negative
2489,Repsol S.A.,REP.MC,financial,major,negative
2490,Siemens Gamesa,SGRE.MC,supply,major,negative
2491,Naturgy Energy Group S.A.,NRGY.MC,financial,minor,positive
2492,Enagás SA,ENG.MC,supply,minor,positive
2493,Naturgy,NTGY.MC,financial,minor,positive
2494,Naturgy,NTGY.MC,financial,minor,negative
2495,Banco Santander SA,SAN.MC,financial,minor,positive
2496,Naturgy Energy Group S.A.,NRGY.MC,financial,minor,positive
2497,CaixaBank S.A.,CABK.MC,financial,minor,positive
2498,Indra Sistemas S.A.,IDR.MC,policy,major,positive
2499,Naturgy Energy Group S.A.,NTGY.MC,financial,minor,positive
2500,Banco Santander,SAN.MC,financial,minor,positive
2501,Iberdrola,IBE.MC,policy,major,positive
2502,Cellnex,CLNX.MC,financial,minor,positive
2503,Enagás,ENG.MC,policy,minor,positive
2503,Iberdrola,IBE.MC,financial,minor,negative
2503,Endesa,ELE.MC,financial,minor,negative
2503,Naturgy,NTGY.MC,financial,minor,negative
2504,Endesa,ELE.MC,demand,minor,positive
2505,ACS,ACS.MC,financial,minor,positive
2506,Almirall,ALM.MC,financial,minor,positive
2507,Red Eléctrica Corp SA,REE.MC,financial,minor,positive
2508,Telefónica SA,TEF.MC,financial,minor,positive
2509,Colonial,COL.MC,financial,minor,positive
2510,PharmaMar SA,PHM.MC,demand,minor,positive
2511,Aena,AENA.MC,supply,minor,negative
2512,Naturgy Energy Group S.A.,NTGY.MC,financial,minor,negative
2513,Inditex,ITX.MC,financial,minor,positive
2514,Endesa S.A.,ELE.MC,financial,minor,negative
2514,Iberdrola S.A.,IBE.MC,financial,minor,negative
2514,Naturgy Energy Group S.A.,NTGY.MC,financial,minor,negative
2515,Naturgy Energy Group SA,NTGY.MC,financial,minor,negative
2515,Iberdrola SA,IBE.MC,financial,minor,negative
2515,Endesa SA,ELE.MC,financial,minor,negative
2516,Fluidra,FDR.MC,financial,minor,negative
2517,Fluidra,FDR.MC,financial,major,negative
2518,Inditex,ITX.MC,financial,major,positive
2519,Inditex (ITX.MC),ITX.MC,demand,major,positive
2520,Fluidra,FDR.MC,demand,major,positive
2521,Inditex,ITX.MC,demand,minor,positive
2522,Inditex,ITX.MC,demand,minor,positive
2523,Inditex,ITX.MC,demand,major,positive
2524,Banco Santander,SAN.MC,financial,minor,positive
2525,Iberdrola,IBE.MC,financial,major,negative
2525,Endesa,ELE.MC,financial,major,negative
2525,Acciona,ANA.MC,financial,minor,negative
2525,Naturgy,NTGY.MC,financial,minor,negative
2526,Naturgy,NTGY.MC,policy,major,negative
2527,Iberdrola,IBE.MC,policy,major,negative
2527,Endesa,ELE.MC,policy,major,negative
2528,Iberdrola,IBE.MC,financial,major,negative
2528,Naturgy,NTGY.MC,financial,major,negative
2528,Endesa,ELE.MC,financial,major,negative
2528,Acciona Energía,ANE.MC,financial,major,negative
2529,Inditex,ITX.MC,demand,minor,positive
2530,Endesa,ELE.MC,policy,major,negative
2531,Endesa,ELE.MC,supply,minor,negative
2531,Iberdrola,IBE.MC,supply,minor,negative
2532,Acciona,ANA.MC,demand,minor,positive
2532,Acciona Energía,ANE.MC,demand,minor,positive
2533,Solaria,SLR.MC,demand,minor,positive
2534,Acciona,ANA.MC,financial,minor,positive
2534,Acciona Energía,ANE.MC,financial,minor,positive
2535,Endesa,ELE.MC,policy,major,negative
2536,Iberdrola,IBE.MC,policy,minor,negative
2537,Almirall SA,ALM.MC,financial,minor,positive
2538,Iberdrola S.A.,IBE.MC,supply,major,positive
2539,Banco Santander S.A.,SAN.MC,financial,minor,positive
2540,Cirsa,CIR.MC,financial,minor,positive
2541,Inditex,ITX.MC,demand,minor,positive
2542,Inditex,ITX.MC,demand,minor,positive
2543,Iberdrola,IBE.MC,financial,minor,negative
2544,Inditex,ITX.MC,demand,minor,positive
2545,Naturgy,NTGY.MC,policy,minor,negative
2546,Grenergy Renovables SA,GRE.MC,financial,minor,positive
2547,Grifols SA,GRF.MC,financial,major,positive
2549,Grifols,GRF.MC,financial,minor,positive
2550,Grifols,GRF.MC,financial,minor,negative
2551,IAG,IAG.MC,financial,minor,positive
2552,ACS SA,ACS.MC,demand,major,positive
2552,Acciona SA,ANA.MC,demand,major,positive
2553,Repsol,REP.MC,financial,minor,positive
2554,Grifols,GRF.MC,demand,minor,positive
2555,Iberdrola,IBE.MC,policy,major,negative
2555,Naturgy,NTGY.MC,policy,major,negative
2555,Endesa,ELE.MC,policy,major,negative
2556,Grifols,GRF.MC,demand,minor,positive
2557,Naturgy Energy Group S.A.,NTGY.MC,financial,minor,positive
2558,CaixaBank S.A. (CABK.MC),CABK.MC,supply,major,negative
2559,Repsol S.A.,REP.MC,technology,major,positive
2560,Cellnex,CLNX.MC,financial,minor,positive
2561,Enagás S.A.,ENG.MC,demand,minor,positive
2561,Naturgy Energy Group S.A.,NTGY.MC,demand,minor,positive
2562,CaixaBank SA,CABK.MC,financial,minor,positive
2563,Iberia,IAG.MC,policy,minor,positive
2564,ACS.MC,ACS.MC,demand,minor,positive
2565,Grifols S.A.,GRF.MC,financial,major,positive
2566,Iberdrola,IBE.MC,demand,minor,positive
2566,ACS,ACS.MC,demand,minor,positive
2567,IAG,IAG.MC,demand,minor,positive
2568,Telefónica,TEF.MC,demand,minor,positive
2569,Banco Bilbao Vizcaya Argentaria S.A.,BBVA.MC,financial,minor,positive
2570,Iberdrola SA,IBE.MC,financial,minor,negative
2570,Endesa SA,ELE.MC,financial,minor,negative
2571,Iberdrola S.A,IBE.MC,financial,minor,positive
2572,PharmaMar,PHM.MC,supply,major,positive
2573,Iberdrola S.A.,IBE.MC,financial,major,negative
2573,Endesa S.A.,ELE.MC,financial,major,negative
2574,Áreas,AREAS.MC,financial,minor,positive
2574,Aena SME S.A.,AENA.MC,financial,major,negative
2575,Cellnex Telecom SA,CLNX.MC,supply,major,positive
2576,Grifols,GRF.MC,financial,major,negative
2577,Naturgy Energy Group S.A.,NTGY.MC,supply,minor,positive
2578,Ferrovial S.A.,FER.MC,financial,major,positive
2579,Aena SME SA,AENA.MC,financial,minor,negative
2580,Naturgy,NTGY.MC,financial,minor,positive
2581,Aena,AENA.MC,demand,minor,positive
2582,Aena,AENA.MC,financial,minor,negative
2583,Bankinter SA,BKT.MC,financial,minor,positive
2583,Banco Sabadell SA,SAB.MC,financial,minor,positive
2583,Banco Santander SA,SAN.MC,financial,minor,positive
2584,Enagás S.A.,ENG.MC,financial,minor,negative
2585,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,supply,minor,positive
2586,Cellnex,CLNX.MC,financial,minor,negative
2587,Grifols,GRF.MC,financial,major,positive
2588,Acciona SA,ANA.MC,demand,minor,positive
2589,Repsol,REP.MC,supply,minor,positive
2590,Siemens Gamesa,SGRE.MC,demand,minor,negative
2591,Inditex,ITX.MC,financial,minor,positive
2592,Repsol SA,REP.MC,demand,minor,positive
2593,Aena,AENA.MC,demand,minor,positive
2594,Aena SME S.A.,AENA.MC,policy,minor,positive
2595,Aena SME S.A.,AENA.MC,policy,minor,positive
2596,Banco Santander SA,SAN.MC,financial,major,positive
2597,Aena,AENA.MC,policy,minor,positive
2598,Ferrovial,FER.MC,demand,minor,positive
2599,Santander,SAN.MC,financial,minor,positive
2600,Bankia,BKIA.MC,financial,minor,positive
2600,CaixaBank SA,CABK.MC,financial,minor,positive
2601,CaixaBank S.A.,CABK.MC,policy,minor,positive
2602,Iberdrola,IBE.MC,policy,major,negative
2603,Naturgy Energy Group S.A.,NTGY.MC,supply,major,negative
2603,Enagás S.A.,ENG.MC,supply,major,negative
2604,Endesa,ELE.MC,demand,minor,negative
2604,Iberdrola,IBE.MC,supply,minor,negative
2604,Naturgy,NTGY.MC,financial,major,positive
2605,Aena SME S.A.,AENA.MC,demand,minor,positive
2606,PharmaMar,PHM.MC,financial,major,positive
2607,BBVA,BBVA.MC,financial,minor,positive
2608,Naturgy Energy Group S.A.,NTRGY.MC,financial,minor,negative
2609,Naturgy,NTGY.MC,financial,minor,negative
2610,Merlin Properties SOCIMI SA,MRL.MC,financial,minor,positive
2611,Banco de Sabadell S.A.,SAB.MC,financial,major,negative
2612,Siemens Gamesa Renewable Energy S.A.,SGRE.MC,supply,major,positive
